7,1,fc2,[ 1 16],118.0,-10.0,82.8,0.21999999999999886
7,2,fc2,[1 1],119.0,-9.0,81.64,1.1599999999999966
7,3,fc2,[ 1 18],119.0,-9.0,78.62,3.019999999999996
7,4,fc2,[ 1 27],119.0,-9.0,73.9,4.719999999999999
7,5,fc2,[ 1 28],106.0,-22.0,72.5,1.4000000000000057
7,6,fc2,[ 1 30],120.0,-8.0,72.16,0.3400000000000034
7,7,fc2,[ 1 13],122.0,-6.0,70.38,1.7800000000000011
7,8,fc2,[ 1 25],122.0,-6.0,68.42,1.9599999999999937
7,9,fc2,[ 1 24],122.0,-6.0,66.56,1.8599999999999994
7,10,fc2,[1 8],123.0,-5.0,66.14,0.4200000000000017
7,11,fc2,[ 1 10],112.0,-16.0,66.12,0.01999999999999602
7,12,fc2,[ 1 20],123.0,-5.0,66.1,0.020000000000010232
7,13,fc2,[ 1 16],-10.0,-74.0,66.1,0.0
7,14,fc2,[1 1],-9.0,-73.0,66.1,0.0
7,15,fc2,[ 1 27],-9.0,-73.0,66.1,0.0
7,16,fc2,[ 1 18],-9.0,-73.0,66.1,0.0
7,17,fc2,[1 6],120.0,-8.0,66.1,0.0
7,18,fc2,[ 4 30],-120.0,8.0,66.1,0.0
7,19,fc2,[ 4 13],-120.0,8.0,65.8,0.29999999999999716
7,20,fc2,[ 1 13],-6.0,-70.0,65.8,0.0
7,21,fc2,[ 1 24],-6.0,-70.0,65.8,0.0
7,22,fc2,[1 8],-5.0,-69.0,65.8,0.0
7,23,fc2,[ 1 25],-6.0,-70.0,65.8,0.0
7,24,fc2,[ 1 10],-16.0,-80.0,65.8,0.0
7,25,fc2,[ 1 28],-22.0,-86.0,65.8,0.0
3,26,conv2,[0 2 0],-15.0,113.0,65.66,0.14000000000000057
7,27,fc2,[ 1 20],-5.0,-69.0,65.66,0.0
7,28,fc2,[ 1 30],-8.0,-72.0,65.66,0.0
7,29,fc2,[ 1 16],-74.0,-106.0,65.66,0.0
7,30,fc2,[ 4 30],8.0,72.0,65.6,0.060000000000002274
